player_name,name_in_home_country,date_of_birth,place_of_birth,age,height,citizenship,position,foot,player_agent,current_club,joined,contract_expires,date_of_last_contract_extension,outfitter,twitter,facebook,instagram,website,player_valuation,max_player_valuation,max_player_valuation_date,URL,query_date,tik_tok,on_loan_from,contract_there_expires,full_name,contract_option,x2nd_club
Jonathan Baeza,Jonathan Agustín Baeza Larrosa,2002-05-31,NA,21,1.74,Uruguay,midfield - Defensive Midfield,left,Sebastian Olivieri ...,La Luz Futbol Club,2022-02-21,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-10,https://www.transfermarkt.com/jonathan-baeza/profil/spieler/1013089,2023-07-29,NA,Central Español,-,NA,NA,NA
Pablo Porcile,Pablo Martín Porcile Palacios,1996-06-24,Tacuarembó,27,1.7,Uruguay,midfield - Central Midfield,right,NA,La Luz Futbol Club,2022-02-21,2023-12-31,2022-07-04,NA,NA,NA,NA,NA,NA,NA,2022-11-12,https://www.transfermarkt.com/pablo-porcile/profil/spieler/337480,2023-07-29,NA,NA,NA,NA,NA,NA
Emanuel Fuentes,Emanuel Julio Fuentes Penna,2000-06-02,Montevideo,23,NA,Uruguay,midfield - Central Midfield,left,Pelusa Sports Group,Club Rubio Ñú (Asunción),2023-07-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-12,https://www.transfermarkt.com/emanuel-fuentes/profil/spieler/1007302,2023-07-29,NA,NA,NA,NA,Contract until end of season,NA
Álvaro González,Álvaro Rafael González Luengo,1984-10-29,Montevideo,38,1.76,Uruguay Italy,midfield - Central Midfield,right,no agent,La Luz Futbol Club,2022-05-24,2023-12-31,NA,Puma,http://twitter.com/GonzalezTataOk,NA,http://www.instagram.com/tatagonzalezoficial/,NA,NA,7500000,2013-06-19,https://www.transfermarkt.com/alvaro-gonzalez/profil/spieler/55957,2023-07-29,NA,NA,NA,NA,NA,NA
The most valuable players in the world,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/lucas-gonzalez/profil/spieler/996734,2023-07-29,NA,NA,NA,NA,NA,NA
Aníbal Hernández,Aníbal Gabriel Hernández de los Santos,1986-06-29,Montevideo,37,1.71,Uruguay,midfield - Right Midfield,right,Go Sports Business,La Luz Futbol Club,2022-05-19,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-15,https://www.transfermarkt.com/anibal-hernandez/profil/spieler/91762,2023-07-29,NA,NA,NA,NA,NA,NA
Ignacio Neira,Ignacio Nicolás Neira Borba,1998-02-06,Ciudad de la Costa,25,1.82,Uruguay Spain,midfield - Attacking Midfield,right,NA,La Luz Futbol Club,2023-01-03,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-10,https://www.transfermarkt.com/ignacio-neira/profil/spieler/437998,2023-07-29,NA,NA,NA,NA,NA,NA
Nicolás Schiappacasse,Nicolás Javier Schiappacasse Oliva,1999-01-12,Montevideo,24,1.82,Uruguay Italy,Attack - Left Winger,right,no agent,La Luz Futbol Club,2023-01-06,2023-12-31,NA,NA,NA,NA,http://instagram.com/nico.schiappacasse/,NA,NA,1000000,2019-01-01,https://www.transfermarkt.com/nicolas-schiappacasse/profil/spieler/345473,2023-07-29,NA,NA,NA,NA,NA,NA
Martín Boselli,Juan Martín Boselli Duque,1994-10-28,Montevideo,28,1.72,Uruguay,Attack - Left Winger,right,GBG Global Business ...,La Luz Futbol Club,2023-01-10,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2016-09-09,https://www.transfermarkt.com/martin-boselli/profil/spieler/389538,2023-07-29,NA,NA,NA,NA,NA,NA
Juan Quintana,Juan Ignacio Quintana Silva,2000-01-04,Progreso,23,1.76,Uruguay,Attack - Right Winger,right,no agent,La Luz Futbol Club,2022-03-17,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-10,https://www.transfermarkt.com/juan-quintana/profil/spieler/743952,2023-07-29,NA,CA River Plate Montevideo,-,NA,NA,NA
Cristian Quintero,Cristian Josué Quintero Carvajal,2000-05-23,Panama City,23,NA,Panama,Attack - Right Winger,right,LAFER SM,Tauro FC,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-12,https://www.transfermarkt.com/cristian-quintero/profil/spieler/610021,2023-07-29,NA,NA,NA,NA,NA,NA
Bryan Osores,Bryan Gabriel Osores Molinelli,1999-05-25,Fray Bentos,24,1.76,Uruguay,Attack - Second Striker,right,NA,La Luz Futbol Club,2023-01-28,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-01-01,https://www.transfermarkt.com/bryan-osores/profil/spieler/936086,2023-07-29,NA,IA Sud America Montevideo,"Dec 31, 2024",NA,NA,NA
Nicolás Royón,Pablo Nicolás Royón Silvera,1991-01-28,Las Piedras,32,1.72,Uruguay,Attack - Centre-Forward,right,Football Spheric,CD Marathón,2023-07-25,NA,NA,NA,NA,NA,http://www.instagram.com/nicoroyon/,NA,NA,NA,2016-02-25,https://www.transfermarkt.com/nicolas-royon/profil/spieler/188058,2023-07-29,NA,NA,NA,NA,NA,NA
Federico Millacet,Federico Damián Millacet Echevarría,1991-07-21,Montevideo,32,1.75,Uruguay,Attack - Centre-Forward,right,NA,La Luz Futbol Club,2023-01-02,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-10,https://www.transfermarkt.com/federico-millacet/profil/spieler/202166,2023-07-29,NA,NA,NA,NA,NA,NA
Luis Machado,Luis Enrique Machado Mora,1991-12-22,Paysandú,31,1.87,Uruguay,Attack - Centre-Forward,left,no agent,La Luz Futbol Club,2022-08-16,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2011-02-01,https://www.transfermarkt.com/luis-machado/profil/spieler/125489,2023-07-29,NA,NA,NA,NA,NA,NA
Bruno Scorza,Bruno Scorza Perdomo,2000-10-01,San José de Mayo,22,1.76,Uruguay Italy,Attack - Centre-Forward,right,JM Agente Deportivo,La Luz Futbol Club,2023-01-11,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-02,https://www.transfermarkt.com/bruno-scorza/profil/spieler/733057,2023-07-29,NA,NA,NA,NA,NA,NA
Bruno Ávila,Bruno Guzmán Ávila Villar,1995-09-24,Montevideo,27,1.76,Uruguay,Attack - Centre-Forward,right,NA,Without Club,2022-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-10,https://www.transfermarkt.com/bruno-avila/profil/spieler/801236,2023-07-29,NA,NA,NA,NA,NA,NA
Darío Denis,Emiliano Darío Denis Figueroa,1991-12-16,Las Piedras,31,1.86,Uruguay,Goalkeeper,right,no agent,Club Atlético Cerro,2021-04-08,2023-12-31,2022-07-26,NA,NA,NA,NA,NA,NA,NA,2018-02-05,https://www.transfermarkt.com/dario-denis/profil/spieler/261182,2023-07-29,NA,NA,NA,NA,NA,NA
Guillermo Centurión,Guillermo Christian Centurión Elizalde,2001-07-23,Young,22,1.83,Uruguay,Goalkeeper,right,Faro Sports,Club Atlético Cerro,2023-01-28,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-10,https://www.transfermarkt.com/guillermo-centurion/profil/spieler/615947,2023-07-29,NA,NA,NA,NA,NA,NA
Gabriel Araújo,Gabriel Araújo Soto,1993-03-28,Paso de los Toros,30,1.87,Uruguay,Goalkeeper,right,NA,Club Atlético Cerro,2023-01-04,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-10,https://www.transfermarkt.com/gabriel-araujo/profil/spieler/131106,2023-07-29,NA,NA,NA,NA,NA,NA
Hugo Magallanes,Hugo Alejandro Magallanes Silveira,1997-08-26,Melo,25,1.89,Uruguay,Defender - Centre-Back,right,NA,Club Atlético Cerro,2023-01-06,2023-12-31,NA,NA,NA,NA,http://www.instagram.com/hugomagallanes14/,NA,NA,NA,2021-01-02,https://www.transfermarkt.com/hugo-magallanes/profil/spieler/340102,2023-07-29,NA,Querétaro FC,"Dec 31, 2023",NA,NA,NA
Nicolas Cabral,Joaquín Nicolás Cabral,1999-10-09,Pigüé (BA),23,1.88,Argentina,Defender - Centre-Back,left,NA,Club Atlético Cerro,2023-01-08,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-03,https://www.transfermarkt.com/nicolas-cabral/profil/spieler/665978,2023-07-29,NA,NA,NA,NA,NA,NA
Nicolás Gómez,Nicolás Evar Gómez Silveira,1992-06-24,Montevideo,31,1.86,Uruguay,Defender - Centre-Back,right,no agent,Club Atlético Cerro,2023-01-25,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-30,https://www.transfermarkt.com/nicolas-gomez/profil/spieler/314227,2023-07-29,NA,NA,NA,NA,NA,NA
Maximiliano Rao,Maximiliano Gabriel Rao Cabrera,1997-03-22,Montevideo,26,1.83,Uruguay,Defender - Centre-Back,right,NA,Club Atlético Cerro,2023-01-28,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-05,https://www.transfermarkt.com/maximiliano-rao/profil/spieler/487425,2023-07-29,NA,NA,NA,NA,NA,NA
Pablo Lacoste,Pablo Martín Lacoste Icardi,1988-01-15,Montevideo,35,1.88,Uruguay,Defender - Centre-Back,right,NA,Club Atlético Cerro,2020-02-10,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-14,https://www.transfermarkt.com/pablo-lacoste/profil/spieler/142970,2023-07-29,NA,NA,NA,NA,NA,NA
Andrés Lamas,Andrés Lamas Bervejillo,1984-01-16,Montevideo,39,1.88,Uruguay Spain,Defender - Centre-Back,left,UruFutbol,Club Atlético Cerro,2022-02-14,2023-12-31,2023-01-25,NA,NA,NA,NA,NA,NA,1000000,2008-07-24,https://www.transfermarkt.com/andres-lamas/profil/spieler/66675,2023-07-29,NA,NA,NA,NA,NA,NA
Mathías Abero,Mathías Nicolás Abero Villan,1990-04-09,Montevideo,33,1.84,Uruguay Italy,Defender - Left-Back,left,Grupo FAO,Club Atlético Cerro,2022-01-21,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-18,https://www.transfermarkt.com/mathias-abero/profil/spieler/142370,2023-07-29,NA,NA,NA,NA,NA,NA
Ramiro Fernández,NA,1995-11-12,NA,27,1.72,Argentina,Defender - Left-Back,left,Nuevo Futbol,Club Atlético Cerro,2023-01-04,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-10,https://www.transfermarkt.com/ramiro-fernandez/profil/spieler/690436,2023-07-29,NA,NA,NA,NA,NA,NA
Simón Bentancur,Simón Bentancur Dluzniewski,2003-04-23,Montevideo,20,1.82,Uruguay,Defender - Left-Back,left,F. TOTİK Group,Club Atlético Cerro,2022-02-25,2024-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-10,https://www.transfermarkt.com/simon-bentancur/profil/spieler/996517,2023-07-29,NA,NA,NA,NA,NA,NA
Fernando Souza,Fernando Esekiel Souza Píriz,1998-05-24,Montevideo,25,1.83,Uruguay,Defender - Right-Back,right,MVD Sports Group,Club Atlético Cerro,2022-01-17,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2021-09-10,https://www.transfermarkt.com/fernando-souza/profil/spieler/801653,2023-07-29,NA,NA,NA,NA,NA,NA
Alan García,Alan Nicolás García Pereyra,1999-09-14,Montevideo,23,1.78,Uruguay,Defender - Right-Back,right,Sport Business,Club Atlético Cerro,2022-02-10,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-10,https://www.transfermarkt.com/alan-garcia/profil/spieler/588165,2023-07-29,NA,NA,NA,NA,NA,NA
Gastón Pérez,Gastón Alejandro Pérez Conde,1999-10-19,San Gregorio de Polanco,23,1.77,Uruguay,midfield - Defensive Midfield,right,Nuevo Futbol,Club Atlético Cerro,2023-01-04,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-10,https://www.transfermarkt.com/gaston-perez/profil/spieler/650756,2023-07-29,NA,NA,NA,NA,NA,NA
Jairo Coronel,Jairo Nicolás Coronel Valdez,1996-03-04,Montevideo,27,1.89,Uruguay,midfield - Defensive Midfield,right,NA,Club Atlético Cerro,2023-01-06,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-01-01,https://www.transfermarkt.com/jairo-coronel/profil/spieler/897911,2023-07-29,NA,NA,NA,NA,NA,NA
Ignacio Ojeda,Ignacio Ojeda Ferreira,1999-02-04,Cardona,24,1.83,Uruguay,midfield - Defensive Midfield,right,Soccer Promotions,Club Atlético Cerro,2023-01-07,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-03,https://www.transfermarkt.com/ignacio-ojeda/profil/spieler/673175,2023-07-29,NA,NA,NA,NA,NA,NA
Roberto Brum,Roberto Sebastián Brum Gutiérrez,1983-07-05,Montevideo,40,1.74,Uruguay,midfield - Defensive Midfield,right,NA,Club Atlético Cerro,2021-04-13,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,https://www.transfermarkt.com/roberto-brum/profil/spieler/76825,2023-07-29,NA,NA,NA,NA,NA,NA
Lucas Rodríguez,Lucas Guzmán Rodríguez Cardoso,1993-05-08,Chuy,30,1.7,Uruguay,midfield - Central Midfield,right,Scoutfutbol,Club Atlético Cerro,2023-01-06,2023-12-31,NA,NA,NA,http://www.facebook.com/lucas.rodriguez.7503,http://www.instagram.com/lucas.r16/,NA,NA,NA,2023-07-10,https://www.transfermarkt.com/lucas-rodriguez/profil/spieler/338641,2023-07-29,NA,NA,NA,NA,NA,NA
Sebastián Cáceres,Sebastián Cáceres Carranza,2000-01-15,Montevideo,23,1.78,Uruguay,midfield - Central Midfield,right,Faro Sports,Club Atlético Cerro,2020-01-01,2023-12-31,2023-01-25,NA,NA,NA,NA,NA,NA,NA,2023-07-10,https://www.transfermarkt.com/sebastian-caceres/profil/spieler/821903,2023-07-29,NA,NA,NA,NA,NA,NA
Hamilton Pereira,Hamilton Miguel Pereira Ferrón,1987-06-26,Tacuarembó,36,1.84,Uruguay,midfield - Central Midfield,left,Sport Business,Club Atlético Cerro,2022-01-21,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-01,https://www.transfermarkt.com/hamilton-pereira/profil/spieler/76980,2023-07-29,NA,NA,NA,NA,NA,NA
Franco Faría,Franco Miguel Faría,1992-09-29,Suardi,30,1.78,Argentina,midfield - Attacking Midfield,NA,NA,Club Atlético Cerro,2023-01-06,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2020-12-30,https://www.transfermarkt.com/franco-faria/profil/spieler/274953,2023-07-29,NA,NA,NA,NA,NA,NA
Nicolás Suárez,Mateo Nicolás Suárez Álves,1997-05-29,Artigas,26,1.71,Uruguay,midfield - Attacking Midfield,right,NA,Club Atlético Cerro,2023-01-13,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-03,https://www.transfermarkt.com/nicolas-suarez/profil/spieler/573570,2023-07-29,NA,NA,NA,NA,NA,NA
Mauricio Núñez,Mauricio Nahuel Núñez Roldán,2002-01-29,NA,21,1.74,Uruguay,midfield - Attacking Midfield,right,F. TOTİK Group,Without Club,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-12,https://www.transfermarkt.com/mauricio-nunez/profil/spieler/996519,2023-07-29,NA,NA,NA,NA,NA,NA
Matías Cabrera,Matías Julio Cabrera Acevedo,1986-05-16,Montevideo,37,1.76,Uruguay,midfield - Attacking Midfield,right,corner association,Club Atlético Cerro,2022-05-26,2023-12-31,NA,NA,http://twitter.com/MatiasCabrera_8,NA,NA,NA,NA,1500000,2013-02-12,https://www.transfermarkt.com/matias-cabrera/profil/spieler/76598,2023-07-29,NA,NA,NA,NA,NA,NA
José Tancredi,José Luis Tancredi Malatez,1983-02-14,Montevideo,40,1.72,Uruguay,midfield - Attacking Midfield,right,NA,Club Atlético Cerro,2019-01-07,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,https://www.transfermarkt.com/jose-tancredi/profil/spieler/76530,2023-07-29,NA,NA,NA,NA,NA,NA
Cristhian Tizón,Cristhian Andrés Tizón Correa,1996-01-26,Montevideo,27,1.75,Uruguay,Attack - Left Winger,left,Nuevo Futbol,Club Atlético Cerro,2023-01-13,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-10,https://www.transfermarkt.com/cristhian-tizon/profil/spieler/672132,2023-07-29,NA,NA,NA,NA,NA,NA
Enzo Lemos,Enzo Nicolás Lemos Paniagua,2001-01-21,Artigas,22,1.74,Uruguay,Attack - Left Winger,left,Equipo TMA,Without Club,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-12,https://www.transfermarkt.com/enzo-lemos/profil/spieler/826093,2023-07-29,NA,NA,NA,NA,NA,NA
Tabaré Viúdez,Tabaré Uruguay Viúdez Mora,1989-09-08,Montevideo,33,1.69,Uruguay,Attack - Right Winger,right,NA,Club Atlético Cerro,2022-02-09,2023-12-31,NA,NA,http://twitter.com/taba72,NA,http://www.instagram.com/tabare_viudez,NA,NA,5000000,2014-07-23,https://www.transfermarkt.com/tabare-viudez/profil/spieler/76749,2023-07-29,NA,NA,NA,NA,NA,NA
Nahuel Acosta,Nahuel Acosta Da Silva,1999-05-11,Montevideo,24,1.8,Uruguay,Attack - Second Striker,right,UruFutbol,Club Atlético Cerro,2023-01-05,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-02,https://www.transfermarkt.com/nahuel-acosta/profil/spieler/678966,2023-07-29,NA,NA,NA,NA,NA,NA
Nicolás González,Daniel Nicolás González Álvarez,1997-06-23,Montevideo,26,1.83,Uruguay,Attack - Centre-Forward,right,Faro Sports,Club Atlético Cerro,2022-01-17,2023-12-31,2023-01-16,NA,NA,NA,NA,NA,NA,NA,2022-11-12,https://www.transfermarkt.com/nicolas-gonzalez/profil/spieler/457535,2023-07-29,NA,NA,NA,NA,NA,NA
Dylan Nandín,Dylan Alexander Nandín Berrutti,2002-02-28,Montevideo,21,1.86,Uruguay,Attack - Centre-Forward,right,Equipo TMA,Club Atlético Cerro,2021-01-01,2024-12-31,2022-09-15,NA,NA,NA,NA,NA,NA,NA,2023-07-10,https://www.transfermarkt.com/dylan-nandin/profil/spieler/862352,2023-07-29,NA,NA,NA,NA,NA,NA
Joel Martínez,Joel Martínez Álvarez,1998-11-16,Montevideo,24,1.9,Uruguay,Attack - Centre-Forward,left,NA,Without Club,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-10,https://www.transfermarkt.com/joel-martinez/profil/spieler/1062226,2023-07-29,NA,NA,NA,NA,NA,NA
Danilo Cóccaro,Erardo Danilo Cóccaro Díaz,1991-08-22,Montevideo,31,1.79,Uruguay Italy,Attack - Centre-Forward,right,NA,Club Atlético Cerro,2022-01-17,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2017-07-14,https://www.transfermarkt.com/danilo-coccaro/profil/spieler/127412,2023-07-29,NA,NA,NA,NA,NA,NA
Luca Franco,Luca Marco Sebastián Franco,2002-11-26,Mar del Plata,20,1.87,Argentina,Attack - Centre-Forward,right,NA,Club Atlético Cerro,2023-01-04,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-10,https://www.transfermarkt.com/luca-franco/profil/spieler/1033619,2023-07-29,NA,Defensa y Justicia II,"Dec 31, 2023",NA,NA,NA
Moisés Ramírez,Wellington Moisés Ramírez Preciado,2000-09-09,Guayaquil,22,1.85,Ecuador,Goalkeeper,right,CRD Sport,Independiente del Valle,2018-07-01,NA,NA,NA,NA,NA,http://www.instagram.com/moi_oficial1/,NA,1200000,1200000,2023-07-14,https://www.transfermarkt.com/moises-ramirez/profil/spieler/450233,2023-07-29,NA,NA,NA,NA,NA,NA
Kleber Pinargote,Kleber David Pinargote Lara,2003-04-27,NA,20,1.88,Ecuador,Goalkeeper,NA,Goodjohn Srl,Independiente del Valle,2021-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-14,https://www.transfermarkt.com/kleber-pinargote/profil/spieler/819709,2023-07-29,NA,NA,NA,NA,NA,Independiente del Valle U20 (#1)
Alexis Villa,Alexis Napoleón Villa León,2001-09-22,Quito,21,NA,Ecuador,Goalkeeper,NA,ASTON SPORT,Independiente del Valle,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-14,https://www.transfermarkt.com/alexis-villa/profil/spieler/491612,2023-07-29,NA,NA,NA,NA,NA,Independiente Juniors (#32)
Richard Schunke,Richard Hernán Schunke,1991-11-26,Misiones,31,1.85,Argentina Ecuador,Defender - Centre-Back,right,SMI.futbol,Independiente del Valle,2018-01-22,2023-12-31,2020-11-23,NA,NA,NA,NA,NA,1500000,1500000,2022-12-30,https://www.transfermarkt.com/richard-schunke/profil/spieler/440015,2023-07-29,NA,NA,NA,NA,NA,NA
Mateo Carabajal,NA,1997-02-21,Pehuajó,26,1.84,Argentina,Defender - Centre-Back,left,Leduar Football,Independiente del Valle,2021-07-30,NA,NA,NA,NA,NA,NA,NA,1400000,1400000,2023-07-14,https://www.transfermarkt.com/mateo-carabajal/profil/spieler/578757,2023-07-29,NA,NA,NA,NA,NA,NA
Agustín García Basso,Agustín Eugenio García Basso,1992-03-26,Vedia,31,1.78,Argentina,Defender - Centre-Back,left,NA,Independiente del Valle,2023-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-14,https://www.transfermarkt.com/agustin-garcia-basso/profil/spieler/269793,2023-07-29,NA,NA,NA,NA,NA,NA
Esnáider Cabezas,Esnáider Eliécer Cabezas Castillo,1999-02-27,Quinindé,24,NA,Ecuador,Defender - Centre-Back,NA,IMAGESPORT,Independiente del Valle,2023-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-20,https://www.transfermarkt.com/esnaider-cabezas/profil/spieler/682082,2023-07-29,NA,NA,NA,NA,NA,Independiente Juniors (#31)
Beder Caicedo,Beder Julio Caicedo Lastra,1992-05-13,San Lorenzo,31,1.74,Ecuador,Defender - Left-Back,NA,IMAGESPORT,Independiente del Valle,2020-01-13,NA,NA,NA,NA,NA,http://www.instagram.com/bedercaicedo/,NA,NA,NA,2019-06-30,https://www.transfermarkt.com/beder-caicedo/profil/spieler/421091,2023-07-29,NA,NA,NA,NA,NA,NA
Gustavo Cortez,Gustavo Orlando Cortez Quiñónez,1997-10-11,Quinindé,25,1.74,Ecuador,Defender - Left-Back,left,Kancha Agency,Independiente del Valle,2023-01-03,NA,NA,NA,NA,NA,http://www.instagram.com/gustavocortez_15/,NA,NA,NA,2019-12-30,https://www.transfermarkt.com/gustavo-cortez/profil/spieler/370174,2023-07-29,NA,NA,NA,NA,NA,NA
Anthony Landázuri,Anthony Rigoberto Landázuri Estacio,1997-04-19,Esmeraldas,26,1.79,Ecuador,Defender - Right-Back,right,Escansette Sports,Independiente del Valle,2023-01-03,2024-12-31,NA,NA,NA,NA,NA,NA,NA,1000000,2019-12-30,https://www.transfermarkt.com/anthony-landazuri/profil/spieler/410696,2023-07-29,NA,NA,NA,NA,NA,NA
Carlos Sánchez,Carlos Uvilde Sánchez Esmeraldas,2001-02-06,NA,22,NA,Ecuador,Defender - Right-Back,NA,NA,Independiente del Valle,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-14,https://www.transfermarkt.com/carlos-sanchez/profil/spieler/914209,2023-07-29,NA,NA,NA,NA,NA,Independiente Juniors (#23)
Jordy Alcívar,Jordy José Alcívar Macías,1999-08-05,Manta,23,1.68,Ecuador,midfield - Defensive Midfield,NA,Seth Sports,Independiente del Valle,2023-01-03,NA,NA,NA,NA,NA,http://www.instagram.com/jordy_alcivar13/,NA,2200000,3000000,2022-08-18,https://www.transfermarkt.com/jordy-alcivar/profil/spieler/598145,2023-07-29,NA,NA,NA,NA,NA,NA
Joao Ortiz,Julio Joao Ortiz Landázuri,1996-05-01,Esmeraldas,27,1.77,Ecuador,midfield - Defensive Midfield,NA,FranMa Scouting,Independiente del Valle,2022-07-11,NA,NA,NA,NA,NA,NA,NA,1000000,1000000,2023-07-14,https://www.transfermarkt.com/joao-ortiz/profil/spieler/348630,2023-07-29,NA,NA,NA,NA,NA,NA
Cristian Pellerano,Cristian Alberto Pellerano,1982-02-01,Buenos Aires,41,1.82,Argentina,midfield - Defensive Midfield,right,NA,Independiente del Valle,2018-01-25,NA,2021-12-28,NA,NA,NA,NA,NA,NA,1800000,2008-04-05,https://www.transfermarkt.com/cristian-pellerano/profil/spieler/55941,2023-07-29,NA,NA,NA,NA,NA,NA
Nicolás Previtali,Martín Nicolás Previtali,1995-07-07,Ramos Mejía,28,1.84,Argentina,midfield - Defensive Midfield,NA,NA,Montevideo City Torque,2023-07-25,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-30,https://www.transfermarkt.com/nicolas-previtali/profil/spieler/690437,2023-07-29,NA,Independiente del Valle,-,NA,NA,NA
Lorenzo Faravelli,Lorenzo Abel Faravelli,1993-03-29,Rosario,30,1.71,Argentina,midfield - Central Midfield,right,NA,Independiente del Valle,2020-01-14,2026-12-31,2023-01-12,NA,NA,NA,NA,NA,1500000,2000000,2019-08-06,https://www.transfermarkt.com/lorenzo-faravelli/profil/spieler/181706,2023-07-29,NA,NA,NA,NA,NA,NA
Matías Fernández,Matías Ignacio Fernández Cordero,1995-08-14,Valparaíso,27,1.72,Chile,midfield - Right Midfield,right,Vibra Futbol,Independiente del Valle,2022-07-06,NA,NA,NA,NA,NA,NA,NA,1000000,1000000,2023-07-14,https://www.transfermarkt.com/matias-fernandez/profil/spieler/402519,2023-07-29,NA,NA,NA,NA,NA,NA
Alan Minda,Alan Steve Minda García,2003-05-14,NA,20,1.71,Ecuador,midfield - Left Midfield,NA,OTB Sports,Cercle Brugge,2023-07-12,2028-06-30,NA,NA,NA,NA,NA,NA,1500000,1500000,2023-07-14,https://www.transfermarkt.com/alan-minda/profil/spieler/897051,2023-07-29,NA,NA,NA,NA,NA,NA
Yaimar Medina,Yaimar Abel Medina Ortiz,2004-11-05,Eloy Alfaro,18,1.75,Ecuador,midfield - Left Midfield,left,ASTON SPORT,Independiente del Valle,2022-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-14,https://www.transfermarkt.com/yaimar-medina/profil/spieler/893659,2023-07-29,NA,NA,NA,NA,NA,Independiente del Valle U20 (#7)
Kendry Páez,Ray Kendry Páez Andrade,2007-05-04,Guayaquil,16,1.77,Ecuador,midfield - Attacking Midfield,left,Agent is known - Player under 18,Independiente del Valle,2023-01-01,NA,NA,adidas,NA,NA,http://www.instagram.com/kendrypaez.10/,NA,5000000,5000000,2023-07-14,https://www.transfermarkt.com/kendry-paez/profil/spieler/1052439,2023-07-29,NA,NA,NA,NA,NA,Independiente del Valle U20 (#8)
Júnior Sornoza,Júnior Nazareno Sornoza Moreira,1994-01-28,Portoviejo,29,1.66,Ecuador,midfield - Attacking Midfield,right,Escansette Sports,Independiente del Valle,2022-01-03,2024-12-31,NA,NA,NA,NA,http://www.instagram.com/juniorsornoza/,NA,2000000,4500000,2019-08-15,https://www.transfermarkt.com/junior-sornoza/profil/spieler/189488,2023-07-29,NA,NA,NA,NA,NA,NA
Patrik Mercado,Patrik Kleiver Mercado Altamirano,2003-07-31,Tena,19,1.75,Ecuador,midfield - Attacking Midfield,NA,Kancha Agency,Independiente del Valle,2022-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-14,https://www.transfermarkt.com/patrik-mercado/profil/spieler/981674,2023-07-29,NA,NA,NA,NA,NA,Independiente del Valle U20 (#10)
